test_name	path	status	failure_kind	message	category	subcategory	features	includes	native_harness	elapsed_us	rss_delta_kb
built_ins_TypedArrayConstructors_ctors_typedarray_arg_src_typedarray_resizable_buffer_js	ref/test262/test/built-ins/TypedArrayConstructors/ctors/typedarray-arg/src-typedarray-resizable-buffer.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError to be thrown but no exception was thrown at all	built_ins	TypedArrayConstructors	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	52314	53120
built_ins_TypedArray_prototype_filter_resizable_buffer_js	ref/test262/test/built-ins/TypedArray/prototype/filter/resizable-buffer.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot convert a BigInt value to a number	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	37414	9008
built_ins_TypedArray_prototype_lastIndexOf_negative_index_and_resize_to_smaller_js	ref/test262/test/built-ins/TypedArray/prototype/lastIndexOf/negative-index-and-resize-to-smaller.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??-1??, ??2??) to be true (Testing with Float64Array and makePassthrough.)	built_ins	TypedArray	TypedArray;resizable-arraybuffer	testTypedArray.js	0	14490	2832
built_ins_TypedArray_prototype_map_speciesctor_resizable_buffer_grow_js	ref/test262/test/built-ins/TypedArray/prototype/map/speciesctor-resizable-buffer-grow.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(??4??, ??6??) to be true	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	37592	6464
built_ins_TypedArray_prototype_map_speciesctor_resizable_buffer_shrink_js	ref/test262/test/built-ins/TypedArray/prototype/map/speciesctor-resizable-buffer-shrink.js	FAIL	assert	exit code 1: Uncaught Test262Error: Actual [0, 0, 0, 0] and expected [undefined, undefined, undefined, undefined] should have the same contents. 	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	36354	5648
built_ins_TypedArray_prototype_reverse_resizable_buffer_js	ref/test262/test/built-ins/TypedArray/prototype/reverse/resizable-buffer.js	FAIL	runtime	exit code 1: Uncaught ReferenceError: Cannot access 'wholeArrayView' before initialization	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	39553	55216
built_ins_TypedArray_prototype_set_target_grow_mid_iteration_js	ref/test262/test/built-ins/TypedArray/prototype/set/target-grow-mid-iteration.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot convert a BigInt value to a number	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	43260	53664
built_ins_TypedArray_prototype_set_target_grow_source_length_getter_js	ref/test262/test/built-ins/TypedArray/prototype/set/target-grow-source-length-getter.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a RangeError to be thrown but no exception was thrown at all	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	33321	5216
built_ins_TypedArray_prototype_set_target_shrink_mid_iteration_js	ref/test262/test/built-ins/TypedArray/prototype/set/target-shrink-mid-iteration.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot convert a BigInt value to a number	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	43903	6976
built_ins_TypedArray_prototype_set_target_shrink_source_length_getter_js	ref/test262/test/built-ins/TypedArray/prototype/set/target-shrink-source-length-getter.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot perform %TypedArray%.prototype.set on a detached or out-of-bounds ArrayBuffer	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	47788	8032
built_ins_TypedArray_prototype_set_this_backed_by_resizable_buffer_js	ref/test262/test/built-ins/TypedArray/prototype/set/this-backed-by-resizable-buffer.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError but got a Error	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	73527	12704
built_ins_TypedArray_prototype_set_typedarray_arg_src_backed_by_resizable_buffer_js	ref/test262/test/built-ins/TypedArray/prototype/set/typedarray-arg-src-backed-by-resizable-buffer.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot convert a BigInt value to a number	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	50575	55616
built_ins_TypedArray_prototype_slice_coerced_start_end_grow_js	ref/test262/test/built-ins/TypedArray/prototype/slice/coerced-start-end-grow.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot convert a BigInt value to a number	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	31328	52608
built_ins_TypedArray_prototype_slice_coerced_start_end_shrink_js	ref/test262/test/built-ins/TypedArray/prototype/slice/coerced-start-end-shrink.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot convert a BigInt value to a number	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	42986	6336
built_ins_TypedArray_prototype_slice_resizable_buffer_js	ref/test262/test/built-ins/TypedArray/prototype/slice/resizable-buffer.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot convert a BigInt value to a number	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	39023	9744
built_ins_TypedArray_prototype_slice_speciesctor_resize_js	ref/test262/test/built-ins/TypedArray/prototype/slice/speciesctor-resize.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a TypeError to be thrown but no exception was thrown at all	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	39775	54096
built_ins_TypedArray_prototype_sort_comparefn_resizable_buffer_js	ref/test262/test/built-ins/TypedArray/prototype/sort/comparefn-resizable-buffer.js	FAIL	runtime	exit code 1: Uncaught ReferenceError: Cannot access 'taFull' before initialization	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	45526	10240
built_ins_TypedArray_prototype_sort_resizable_buffer_default_comparator_js	ref/test262/test/built-ins/TypedArray/prototype/sort/resizable-buffer-default-comparator.js	FAIL	runtime	exit code 1: Uncaught ReferenceError: Cannot access 'taFull' before initialization	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	40870	9680
built_ins_TypedArray_prototype_subarray_coerced_begin_end_grow_js	ref/test262/test/built-ins/TypedArray/prototype/subarray/coerced-begin-end-grow.js	FAIL	assert	exit code 1: Uncaught Test262Error: Actual [0, 0, 0, 0] and expected [0, 2, 4, 6] should have the same contents. 	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	31250	54432
built_ins_TypedArray_prototype_subarray_resizable_buffer_js	ref/test262/test/built-ins/TypedArray/prototype/subarray/resizable-buffer.js	FAIL	assert	exit code 1: Uncaught Test262Error: Actual [0, 0, 0, 0] and expected [0, 2, 4, 6] should have the same contents. 	built_ins	TypedArray	resizable-arraybuffer	compareArray.js;resizableArrayBufferUtils.js	0	60434	10544
built_ins_TypedArray_prototype_with_index_validated_against_current_length_js	ref/test262/test/built-ins/TypedArray/prototype/with/index-validated-against-current-length.js	FAIL	runtime	exit code 1: Uncaught RangeError: Invalid index	built_ins	TypedArray	TypedArray;resizable-arraybuffer		0	8029	1840
built_ins_TypedArray_prototype_with_negative_index_resize_to_out_of_bounds_js	ref/test262/test/built-ins/TypedArray/prototype/with/negative-index-resize-to-out-of-bounds.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected a RangeError to be thrown but no exception was thrown at all (Testing with Float64Array and makePassthrough.)	built_ins	TypedArray	TypedArray;change-array-by-copy;resizable-arraybuffer	testTypedArray.js	0	14919	2944
built_ins_TypedArray_prototype_with_valid_typedarray_index_checked_after_coercions_js	ref/test262/test/built-ins/TypedArray/prototype/with/valid-typedarray-index-checked-after-coercions.js	FAIL	runtime	exit code 1: Uncaught RangeError: Invalid index (Testing with Float64Array and makePassthrough.)	built_ins	TypedArray	TypedArray;change-array-by-copy;resizable-arraybuffer	testTypedArray.js	0	12072	2736
language_module_code_top_level_await_async_module_does_not_block_sibling_modules_js	ref/test262/test/language/module-code/top-level-await/async-module-does-not-block-sibling-modules.js	FAIL	runtime	exit code 1: Uncaught Error: Expected SameValue(??undefined??, ??false??) to be true	language	module_code	top-level-await		0	40120	4832
language_module_code_top_level_await_await_awaits_thenables_js	ref/test262/test/language/module-code/top-level-await/await-awaits-thenables.js	FAIL	runtime	exit code 1: Uncaught Error: Expected SameValue(??[object Object]??, ??42??) to be true	language	module_code	top-level-await		0	36589	3952
language_module_code_top_level_await_await_awaits_thenables_that_throw_js	ref/test262/test/language/module-code/top-level-await/await-awaits-thenables-that-throw.js	FAIL	runtime	exit code 1: Uncaught Error: Expected SameValue(??false??, ??[object Object]??) to be true	language	module_code	top-level-await		0	39285	4672
language_module_code_top_level_await_await_dynamic_import_resolution_js	ref/test262/test/language/module-code/top-level-await/await-dynamic-import-resolution.js	FAIL	runtime	exit code 1: Uncaught Error: Expected SameValue(??undefined??, ??42??) to be true	language	module_code	top-level-await;dynamic-import		0	36337	4624
language_module_code_top_level_await_await_expr_resolution_js	ref/test262/test/language/module-code/top-level-await/await-expr-resolution.js	FAIL	runtime	exit code 1: Uncaught TypeError: async test did not call $DONE	language	module_code	top-level-await		0	34123	6192
language_module_code_top_level_await_fulfillment_order_js	ref/test262/test/language/module-code/top-level-await/fulfillment-order.js	FAIL	runtime	exit code 1: Uncaught TypeError: Promise resolver is not a function	language	module_code	top-level-await;promise-with-resolvers	compareArray.js	0	37850	5200
language_module_code_top_level_await_module_async_import_async_resolution_ticks_js	ref/test262/test/language/module-code/top-level-await/module-async-import-async-resolution-ticks.js	FAIL	runtime	exit code 1: Uncaught TypeError: async test did not call $DONE	language	module_code	top-level-await		0	39275	4064
language_module_code_top_level_await_module_self_import_async_resolution_ticks_js	ref/test262/test/language/module-code/top-level-await/module-self-import-async-resolution-ticks.js	FAIL	runtime	exit code 1: Uncaught TypeError: async test did not call $DONE	language	module_code	top-level-await		0	34465	5328
language_module_code_top_level_await_rejection_order_js	ref/test262/test/language/module-code/top-level-await/rejection-order.js	FAIL	runtime	exit code 1: Uncaught TypeError: Promise resolver is not a function	language	module_code	top-level-await;promise-with-resolvers	compareArray.js	0	35546	6064
language_module_code_top_level_await_syntax_export_lex_decl_await_expr_new_expr_js	ref/test262/test/language/module-code/top-level-await/syntax/export-lex-decl-await-expr-new-expr.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot assign to read only property 'name' of object	language	module_code	top-level-await		0	30811	2992
language_module_code_top_level_await_syntax_export_var_await_expr_new_expr_js	ref/test262/test/language/module-code/top-level-await/syntax/export-var-await-expr-new-expr.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot assign to read only property 'name' of object	language	module_code	top-level-await		0	45090	58448
language_module_code_top_level_await_syntax_for_await_await_expr_new_expr_js	ref/test262/test/language/module-code/top-level-await/syntax/for-await-await-expr-new-expr.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot assign to read only property 'name' of object	language	module_code	top-level-await;async-iteration		0	44162	3888
language_module_code_top_level_await_syntax_for_await_expr_new_expr_js	ref/test262/test/language/module-code/top-level-await/syntax/for-await-expr-new-expr.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot assign to read only property 'name' of object	language	module_code	top-level-await		0	27005	4512
language_module_code_top_level_await_syntax_for_in_await_expr_new_expr_js	ref/test262/test/language/module-code/top-level-await/syntax/for-in-await-expr-new-expr.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot assign to read only property 'name' of object	language	module_code	top-level-await		0	30167	4032
language_module_code_top_level_await_syntax_for_of_await_expr_new_expr_js	ref/test262/test/language/module-code/top-level-await/syntax/for-of-await-expr-new-expr.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot assign to read only property 'name' of object	language	module_code	top-level-await		0	25707	4192
language_module_code_top_level_await_syntax_try_await_expr_new_expr_js	ref/test262/test/language/module-code/top-level-await/syntax/try-await-expr-new-expr.js	FAIL	runtime	exit code 1: Uncaught TypeError: Cannot assign to read only property 'name' of object	language	module_code	top-level-await		0	28063	4080
language_module_code_top_level_await_top_level_ticks_2_js	ref/test262/test/language/module-code/top-level-await/top-level-ticks-2.js	CRASH	crash	crashed with signal 11	language	module_code	top-level-await	compareArray.js	0	30474	5104
language_module_code_top_level_await_top_level_ticks_js	ref/test262/test/language/module-code/top-level-await/top-level-ticks.js	CRASH	crash	crashed with signal 11	language	module_code	top-level-await	compareArray.js	0	31092	48016
language_module_code_top_level_await_unobservable_global_async_evaluation_count_reset_js	ref/test262/test/language/module-code/top-level-await/unobservable-global-async-evaluation-count-reset.js	FAIL	runtime	exit code 1: Uncaught TypeError: Promise resolver is not a function	language	module_code	top-level-await;dynamic-import;promise-with-resolvers	compareArray.js	0	34382	50096
language_module_code_top_level_await_while_dynamic_evaluation_js	ref/test262/test/language/module-code/top-level-await/while-dynamic-evaluation.js	FAIL	runtime	exit code 1: Uncaught TypeError: async test did not call $DONE	language	module_code	top-level-await		0	31196	896
language_statements_for_in_resizable_buffer_js	ref/test262/test/language/statements/for-in/resizable-buffer.js	FAIL	assert	exit code 1: Uncaught Test262Error: Expected SameValue(????, ??012??) to be true	language	statements	resizable-arraybuffer	resizableArrayBufferUtils.js	0	33994	51488
