peak_rss_mb	test_name
115.125	built_ins_Array_prototype_reduceRight_15_4_4_22_8_b_iii_1_21_js
115.109	language_statements_class_async_method_static_returns_async_function_js
115.109	language_expressions_class_dstr_async_private_gen_meth_static_dflt_ary_ptrn_elem_id_iter_val_array_prototype_js
115.109	built_ins_TypedArray_of_invoked_as_method_js
115.109	built_ins_RegExp_prototype_exec_S15_10_6_2_A4_T11_js
115.109	built_ins_Proxy_isExtensible_call_parameters_js
115.109	built_ins_Object_defineProperty_15_2_3_6_4_393_js
115.109	built_ins_Function_15_3_5_4_2_1gs_js
115.109	built_ins_Array_prototype_toString_length_js
115.109	built_ins_Array_prototype_splice_length_js
115.094	language_statements_generators_yield_as_property_name_js
115.094	language_statements_for_await_of_async_gen_dstr_let_ary_ptrn_elem_ary_elision_init_js
115.094	language_statements_class_async_gen_method_yield_star_getiter_async_undefined_sync_get_abrupt_js
115.094	built_ins_Set_prototype_difference_allows_set_like_class_js
115.094	built_ins_Object_defineProperty_15_2_3_6_4_183_js
115.094	built_ins_Object_defineProperties_15_2_3_7_5_b_171_js
115.078	language_statements_function_dstr_ary_ptrn_elem_id_init_fn_name_arrow_js
115.078	language_expressions_division_bigint_and_number_js
115.078	built_ins_Promise_prototype_catch_invokes_then_js
115.078	built_ins_Array_prototype_copyWithin_return_abrupt_from_start_js
115.078	annexB_language_eval_code_direct_func_if_decl_else_stmt_eval_func_existing_fn_no_init_js
115.062	language_statements_async_function_dflt_params_arg_val_not_undefined_js
115.062	language_expressions_dynamic_import_assignment_expression_unary_expr_js
115.062	built_ins_TypedArray_prototype_reduceRight_BigInt_callbackfn_returns_abrupt_js
115.062	built_ins_Object_hasOwn_symbol_own_property_js
115.047	language_statements_class_dstr_meth_obj_ptrn_rest_getter_js
115.047	language_expressions_class_elements_async_gen_private_method_static_yield_as_binding_identifier_js
115.047	built_ins_RegExp_S15_10_7_A1_T1_js
115.031	language_statements_class_elements_privatefieldget_typeerror_4_js
115.031	language_statements_class_dstr_async_private_gen_meth_dflt_ary_ptrn_elem_id_init_fn_name_fn_js
115.031	language_expressions_class_elements_ternary_init_err_contains_arguments_js
115.031	language_expressions_class_elements_syntax_early_errors_private_field_cannot_escape_token_js
115.031	language_asi_S7_9_A10_T5_js
115.031	built_ins_String_prototype_trimStart_this_value_object_tostring_call_err_js
115.031	built_ins_Promise_race_S25_4_4_3_A2_2_T2_js
115.031	built_ins_Object_isSealed_not_a_constructor_js
115.031	built_ins_Object_S15_2_1_1_A2_T5_js
115.016	language_expressions_class_dstr_gen_meth_static_ary_ptrn_elem_id_init_unresolvable_js
115.016	language_expressions_async_generator_dstr_ary_ptrn_elem_ary_elem_init_js
115.016	built_ins_Object_create_15_2_3_5_4_289_js
115.000	language_statements_class_elements_syntax_valid_grammar_special_prototype_meth_valid_js
115.000	language_expressions_class_dstr_private_meth_dflt_obj_ptrn_id_init_skipped_js
115.000	language_expressions_async_generator_dstr_dflt_ary_ptrn_elem_ary_elision_iter_js
115.000	language_expressions_assignment_dstr_array_elem_target_identifier_js
115.000	built_ins_Array_prototype_lastIndexOf_15_4_4_15_5_11_js
114.984	language_statements_for_await_of_async_gen_dstr_const_async_obj_ptrn_rest_getter_js
114.984	language_statements_class_dstr_private_meth_dflt_obj_ptrn_id_init_fn_name_gen_js
114.984	language_statements_class_dstr_meth_dflt_obj_ptrn_prop_obj_value_null_js
114.984	language_global_code_script_decl_lex_var_declared_via_eval_js
114.984	language_function_code_10_4_3_1_63_s_js
114.984	language_expressions_compound_assignment_S11_13_2_A4_8_T2_9_js
114.984	language_expressions_class_elements_syntax_early_errors_delete_field_delete_err_delete_call_expression_private_method_accessor_get_js
114.984	built_ins_parseInt_S15_1_2_2_A3_1_T1_js
114.984	built_ins_Object_getOwnPropertyDescriptor_15_2_3_3_4_222_js
114.969	language_expressions_class_dstr_meth_static_dflt_ary_ptrn_rest_obj_id_js
114.969	built_ins_String_prototype_match_S15_5_4_10_A1_T9_js
114.969	built_ins_Object_assign_Override_js
114.969	built_ins_Date_prototype_getUTCDate_this_value_valid_date_js
114.953	language_statements_class_elements_gen_private_method_yield_spread_arr_single_js
114.953	language_expressions_unary_plus_S9_3_A3_T2_js
114.953	language_expressions_property_accessors_S11_2_1_A1_1_js
114.953	language_expressions_class_async_gen_method_yield_star_next_then_non_callable_string_fulfillpromise_js
114.953	built_ins_parseInt_not_a_constructor_js
114.953	built_ins_Object_defineProperties_15_2_3_7_6_a_301_js
114.938	language_statements_class_elements_multiple_stacked_definitions_rs_static_privatename_identifier_alt_js
114.938	language_statements_class_dstr_meth_static_dflt_ary_init_iter_close_js
114.938	language_statements_class_dstr_async_gen_meth_static_ary_ptrn_elision_step_err_js
114.938	language_expressions_subtraction_S11_6_2_A3_T2_2_js
114.938	built_ins_String_prototype_replace_cstm_replace_invocation_js
114.938	built_ins_Promise_all_resolve_from_same_thenable_js
114.938	built_ins_Array_prototype_some_15_4_4_17_3_20_js
114.922	language_statements_while_decl_let_js
114.922	language_statements_class_dstr_async_gen_meth_static_dflt_ary_ptrn_rest_ary_elision_js
114.922	language_expressions_logical_assignment_lgcl_and_assignment_operator_non_writeable_js
114.922	built_ins_RegExp_prototype_flags_this_val_regexp_prototype_js
114.906	language_statements_class_dstr_meth_dflt_ary_ptrn_rest_ary_elision_js
114.906	language_statements_class_cpn_class_decl_fields_methods_computed_property_name_from_exponetiation_expression_js
114.906	language_expressions_object_ident_name_method_def_let_escaped_js
114.906	language_expressions_object_dstr_meth_obj_ptrn_prop_ary_value_null_js
114.906	language_expressions_greater_than_S11_8_2_A3_1_T2_7_js
114.906	language_expressions_class_cpn_class_expr_computed_property_name_from_exponetiation_expression_js
114.906	built_ins_global_S10_2_3_A1_3_T2_js
114.906	built_ins_RegExp_prototype_Symbol_matchAll_species_regexp_get_global_throws_js
114.906	built_ins_Object_defineProperties_15_2_3_7_6_a_63_js
114.906	built_ins_Date_prototype_setMonth_arg_month_to_number_err_js
114.891	language_statements_class_async_gen_method_static_yield_as_identifier_reference_js
114.891	language_expressions_optional_chaining_iteration_statement_while_js
114.891	language_expressions_object_dstr_gen_meth_ary_ptrn_elem_id_init_skipped_js
114.891	language_expressions_class_dstr_gen_meth_static_obj_ptrn_prop_id_get_value_err_js
114.891	built_ins_Object_isFrozen_15_2_3_12_3_17_js
114.891	built_ins_Object_getPrototypeOf_15_2_3_2_2_10_js
114.875	language_statements_for_of_head_const_bound_names_dup_js
114.875	language_expressions_arrow_function_scope_param_rest_elem_var_open_js
114.875	language_arguments_object_mapped_mapped_arguments_nonconfigurable_delete_4_js
114.875	built_ins_Object_freeze_15_2_3_9_2_a_1_js
114.875	built_ins_Object_defineProperties_15_2_3_7_6_a_127_js
114.859	language_expressions_class_dstr_private_gen_meth_static_ary_ptrn_rest_ary_elision_js
114.859	built_ins_Math_acos_not_a_constructor_js
114.844	language_statements_for_of_dstr_obj_prop_nested_obj_yield_ident_valid_js
114.844	language_statements_for_of_dstr_array_elem_nested_array_yield_expr_js
114.844	language_statements_for_dstr_let_ary_ptrn_elem_ary_elem_iter_js
114.844	language_statements_async_generator_dstr_dflt_obj_ptrn_prop_obj_js
114.844	language_expressions_object_prop_def_id_eval_error_2_js
114.844	language_expressions_object_dstr_gen_meth_dflt_ary_init_iter_get_err_js
114.828	language_statements_for_await_of_async_func_dstr_let_ary_ptrn_rest_ary_rest_js
114.828	language_statements_class_method_params_trailing_comma_single_js
114.828	built_ins_Array_prototype_includes_length_js
114.812	language_statements_class_subclass_class_definition_evaluation_empty_constructor_heritage_present_js
114.812	language_expressions_object_covered_ident_name_prop_name_literal_do_escaped_js
114.812	built_ins_String_prototype_includes_this_is_null_throws_js
114.812	built_ins_Array_prototype_every_15_4_4_16_7_8_js
114.812	built_ins_Array_prototype_at_length_js
114.797	language_statements_class_elements_async_gen_private_method_static_yield_as_binding_identifier_js
114.797	language_expressions_class_method_forbidden_ext_b1_cls_expr_meth_forbidden_ext_direct_access_prop_arguments_js
114.797	built_ins_String_prototype_indexOf_searchstring_tostring_js
114.797	built_ins_Proxy_getOwnPropertyDescriptor_result_is_undefined_targetdesc_is_undefined_js
114.797	built_ins_Array_prototype_reduceRight_15_4_4_22_9_c_ii_37_js
114.781	built_ins_RegExp_S15_10_4_1_A3_T3_js
114.781	built_ins_Array_prototype_reduceRight_15_4_4_22_9_b_20_js
114.766	built_ins_RegExp_prototype_Symbol_replace_prop_desc_js
114.766	built_ins_GeneratorPrototype_next_consecutive_yields_js
114.750	built_ins_String_prototype_matchAll_name_js
114.750	built_ins_Object_defineProperty_15_2_3_6_1_1_js
114.750	built_ins_Array_prototype_map_15_4_4_19_5_17_js
114.750	annexB_language_global_code_if_decl_else_stmt_global_init_js
114.734	language_statements_function_S13_A18_js
114.734	language_expressions_compound_assignment_left_hand_side_private_reference_accessor_property_srshift_js
114.734	built_ins_Array_isArray_15_4_3_2_0_5_js
114.719	language_statements_for_in_dstr_obj_id_init_simple_strict_js
114.719	language_statements_class_elements_multiple_definitions_rs_private_method_alt_js
114.719	language_expressions_super_prop_expr_obj_null_proto_js
114.719	language_expressions_dynamic_import_usage_nested_async_function_await_eval_gtbndng_indirect_update_dflt_js
114.719	language_expressions_class_dstr_meth_dflt_ary_ptrn_elem_obj_prop_id_init_js
114.719	language_expressions_class_dstr_gen_meth_dflt_ary_init_iter_close_js
114.703	language_white_space_after_regular_expression_literal_en_space_js
114.703	language_statements_for_await_of_async_gen_dstr_var_ary_ptrn_elem_ary_empty_iter_js
114.703	built_ins_Symbol_prototype_Symbol_toPrimitive_prop_desc_js
114.703	built_ins_Object_getOwnPropertyDescriptor_15_2_3_3_4_84_js
114.688	language_statements_try_S12_14_A10_T2_js
114.688	language_expressions_object_dstr_meth_ary_ptrn_elem_obj_prop_id_init_js
114.688	language_expressions_function_dstr_dflt_ary_ptrn_rest_not_final_obj_js
114.688	language_expressions_assignment_dstr_ident_name_prop_name_literal_case_escaped_js
114.688	built_ins_TypedArray_prototype_includes_this_is_not_typedarray_instance_js
114.688	built_ins_RegExp_prototype_sticky_name_js
114.688	built_ins_Promise_all_S25_4_4_1_A2_3_T2_js
114.672	language_expressions_object_dstr_async_gen_meth_obj_ptrn_prop_obj_init_js
114.672	built_ins_Date_prototype_Symbol_toPrimitive_name_js
114.672	built_ins_Array_S15_4_A1_1_T4_js
114.656	language_expressions_arrow_function_dstr_dflt_ary_ptrn_elem_ary_elision_init_js
114.656	built_ins_String_prototype_toLocaleLowerCase_S15_5_4_17_A1_T9_js
114.656	built_ins_Math_sqrt_S15_8_2_17_A4_js
114.656	built_ins_DataView_prototype_setFloat64_detached_buffer_js
114.641	language_statements_class_elements_syntax_early_errors_grammar_privatemeth_duplicate_meth_get_js
114.641	built_ins_String_prototype_trim_15_5_4_20_2_17_js
114.641	annexB_language_eval_code_indirect_global_switch_dflt_eval_global_existing_var_no_init_js
114.641	annexB_language_eval_code_indirect_global_if_decl_no_else_eval_global_skip_early_err_block_js
114.625	language_statements_for_head_var_bound_names_in_stmt_js
114.625	language_expressions_class_dstr_meth_static_ary_ptrn_elem_ary_elision_init_js
114.625	language_arguments_object_cls_decl_async_gen_meth_args_trailing_comma_undefined_js
114.625	language_arguments_object_10_6_13_c_2_s_js
114.625	built_ins_RegExp_S15_10_2_7_A4_T5_js
114.625	built_ins_Array_prototype_reduce_15_4_4_21_8_b_iii_1_26_js
114.609	language_statements_class_dstr_gen_meth_static_ary_ptrn_elem_ary_val_null_js
114.609	language_statements_class_dstr_gen_meth_dflt_ary_ptrn_rest_id_elision_js
114.609	language_expressions_new_spread_err_mult_err_unresolvable_js
114.609	language_expressions_function_dstr_obj_init_null_js
114.609	language_expressions_assignment_member_expr_ident_name_catch_escaped_js
114.609	built_ins_TypedArrayConstructors_of_this_is_not_constructor_js
114.609	built_ins_String_prototype_padStart_not_a_constructor_js
114.609	built_ins_RegExp_prototype_toString_S15_10_6_4_A9_js
114.609	built_ins_Promise_race_reject_ignored_deferred_js
114.609	built_ins_Number_prototype_valueOf_S15_7_4_4_A1_T02_js
114.594	language_statements_if_if_async_fun_else_async_fun_js
114.594	language_statements_for_await_of_async_func_dstr_const_async_ary_ptrn_rest_ary_rest_js
114.594	language_expressions_generators_dstr_dflt_ary_ptrn_elem_id_init_unresolvable_js
114.594	language_expressions_compound_assignment_btws_xor_non_simple_js
114.594	language_expressions_assignment_dstr_array_rest_elision_invalid_js
114.594	built_ins_Array_prototype_every_15_4_4_16_7_c_ii_16_js
114.594	built_ins_Array_prototype_every_15_4_4_16_3_29_js
114.578	language_future_reserved_words_goto_js
114.578	language_expressions_compound_assignment_btws_or_non_simple_js
114.578	language_expressions_class_dstr_async_private_gen_meth_dflt_obj_ptrn_id_init_fn_name_class_js
114.578	built_ins_RegExp_S15_10_2_15_A1_T14_js
114.578	built_ins_Object_defineProperties_15_2_3_7_5_a_8_js
114.578	built_ins_Function_prototype_bind_instance_length_prop_desc_js
114.578	built_ins_Array_prototype_filter_15_4_4_20_9_c_i_8_js
114.562	language_statements_try_dstr_ary_ptrn_elem_id_init_fn_name_arrow_js
114.562	language_statements_class_dstr_private_meth_static_dflt_obj_ptrn_rest_skip_non_enumerable_js
114.562	language_expressions_compound_assignment_btws_and_non_simple_js
114.562	built_ins_Promise_allSettled_returns_promise_js
114.562	built_ins_Array_prototype_forEach_15_4_4_18_7_9_js
114.547	language_statements_for_in_var_eval_strict_init_js
114.547	language_statements_class_elements_after_same_line_static_async_gen_static_private_methods_js
114.547	language_expressions_dynamic_import_catch_nested_async_gen_return_await_file_does_not_exist_js
114.547	language_expressions_compound_assignment_and_whitespace_js
114.547	built_ins_Object_seal_object_seal_o_is_an_arguments_object_js
114.547	built_ins_Object_defineProperty_15_2_3_6_4_354_1_js
114.547	built_ins_Array_prototype_keys_prop_desc_js
114.531	language_expressions_generators_scope_param_elem_var_open_js
114.531	language_expressions_class_dstr_private_gen_meth_static_obj_ptrn_prop_ary_js
114.531	language_expressions_class_dstr_async_gen_meth_static_obj_ptrn_prop_obj_value_null_js
114.531	built_ins_SharedArrayBuffer_prototype_slice_species_is_not_object_js
114.531	built_ins_Object_defineProperties_15_2_3_7_5_b_80_js
114.516	language_statements_const_syntax_block_scope_syntax_const_declarations_without_initialiser_js
114.516	language_statements_class_ident_name_method_def_delete_escaped_js
114.516	language_expressions_class_dstr_async_private_gen_meth_static_ary_ptrn_elem_ary_empty_iter_js
114.516	language_expressions_class_accessor_name_inst_literal_string_double_quote_js
114.516	built_ins_Promise_prototype_then_S25_4_5_3_A4_1_T1_js
114.516	built_ins_BigInt_prototype_toString_thisbigintvalue_not_valid_throws_js
114.516	built_ins_Array_prototype_slice_create_species_poisoned_js
114.500	language_statements_async_generator_dstr_dflt_ary_ptrn_elem_ary_empty_init_js
114.500	language_expressions_conditional_symbol_conditional_evaluation_js
114.500	language_expressions_class_elements_gen_private_method_static_yield_spread_obj_js
114.500	built_ins_String_prototype_toLowerCase_S15_5_4_16_A2_T1_js
114.500	built_ins_Proxy_ownKeys_trap_is_missing_target_is_proxy_js
114.484	language_statements_for_of_continue_label_from_catch_js
114.484	language_statements_for_await_of_async_gen_decl_dstr_array_elem_trlg_iter_list_nrml_close_js
114.484	language_statements_class_elements_after_same_line_gen_rs_static_async_generator_method_privatename_identifier_alt_js
114.469	language_statements_for_await_of_async_func_dstr_const_ary_ptrn_elision_step_err_js
114.469	built_ins_Object_hasOwn_prototype_js
114.469	built_ins_AsyncFunction_AsyncFunctionPrototype_is_not_callable_js
114.469	built_ins_Array_prototype_reduceRight_15_4_4_22_9_c_i_9_js
114.453	language_expressions_unsigned_right_shift_order_of_evaluation_js
114.453	language_expressions_this_S11_1_1_A4_2_js
114.453	language_expressions_generators_dstr_ary_ptrn_elision_step_err_js
114.453	language_expressions_coalesce_chainable_js
114.453	language_expressions_class_elements_syntax_early_errors_grammar_privatemeth_duplicate_set_field_js
114.453	language_expressions_async_generator_dstr_named_obj_ptrn_prop_obj_value_undef_js
114.453	language_asi_S7_9_A10_T4_js
114.453	built_ins_Math_cbrt_length_js
114.453	built_ins_Array_prototype_some_15_4_4_17_7_3_js
114.453	built_ins_Array_prototype_indexOf_15_4_4_14_3_5_js
114.438	language_statements_for_of_dstr_const_ary_ptrn_elem_obj_id_js
114.438	language_statements_for_in_S12_6_4_A6_js
114.438	language_statements_class_dstr_gen_meth_static_dflt_ary_ptrn_elem_id_init_fn_name_gen_js
114.438	language_expressions_compound_assignment_S11_13_2_A4_4_T2_1_js
114.438	language_expressions_class_async_gen_method_static_yield_star_getiter_sync_not_callable_string_throw_js
114.438	language_asi_S7_9_A10_T3_js
114.438	built_ins_TypedArray_prototype_set_typedarray_arg_srcbuffer_detached_during_tointeger_offset_throws_js
114.438	built_ins_String_prototype_split_argument_is_undefined_and_instance_is_string_js
114.438	built_ins_RegExp_prototype_Symbol_match_g_get_exec_err_js
114.438	built_ins_Array_prototype_every_15_4_4_16_8_4_js
114.422	language_statements_class_static_init_scope_lex_close_js
114.422	language_statements_class_dstr_async_gen_meth_static_obj_ptrn_prop_id_init_unresolvable_js
114.422	language_expressions_compound_assignment_11_13_2_54_s_js
114.422	built_ins_Object_defineProperty_15_2_3_6_3_54_js
114.422	built_ins_Array_prototype_shift_set_length_zero_array_is_frozen_js
114.422	annexB_language_function_code_switch_dflt_func_init_js
114.406	language_statements_class_dstr_private_meth_static_dflt_ary_ptrn_elision_exhausted_js
114.406	language_expressions_object_dstr_async_gen_meth_dflt_ary_ptrn_elision_exhausted_js
114.406	language_expressions_assignment_dstr_syntax_error_ident_ref_return_escaped_js
114.391	language_statements_const_dstr_ary_ptrn_elem_id_iter_val_js
114.391	built_ins_Object_defineProperties_15_2_3_7_2_12_js
114.391	built_ins_Array_prototype_some_15_4_4_17_7_c_iii_4_js
114.375	language_statements_variable_12_2_1_17_s_js
114.375	language_expressions_class_dstr_gen_meth_static_dflt_obj_ptrn_prop_id_init_unresolvable_js
114.375	built_ins_Map_prototype_get_does_not_have_mapdata_internal_slot_weakmap_js
114.375	built_ins_Array_prototype_reduce_15_4_4_21_9_c_i_7_js
114.359	language_statements_class_dstr_meth_static_dflt_ary_ptrn_rest_id_exhausted_js
114.359	language_function_code_eval_param_env_with_prop_initializer_js
114.359	language_expressions_class_dstr_private_meth_static_ary_ptrn_elem_ary_rest_init_js
114.359	built_ins_TypedArray_prototype_slice_minus_zero_js
114.359	built_ins_Object_defineProperty_15_2_3_6_4_482_js
114.359	built_ins_Object_defineProperties_15_2_3_7_5_b_133_js
114.344	language_expressions_class_dstr_async_private_gen_meth_static_obj_ptrn_id_init_skipped_js
114.344	built_ins_Object_getOwnPropertyDescriptor_15_2_3_3_4_138_js
114.344	built_ins_Object_defineProperty_15_2_3_6_4_182_js
114.344	built_ins_ArrayBuffer_return_abrupt_from_length_js
114.328	language_statements_generators_dstr_dflt_ary_ptrn_elem_id_iter_val_array_prototype_js
114.328	language_expressions_class_elements_syntax_valid_grammar_static_private_meth_prototype_js
114.328	language_expressions_class_dstr_async_gen_meth_static_dflt_ary_ptrn_elem_id_init_throws_js
114.328	language_expressions_call_spread_err_sngl_err_obj_unresolvable_js
114.312	language_statements_class_elements_private_field_visible_to_direct_eval_js
114.312	language_statements_class_dstr_private_meth_dflt_ary_ptrn_elem_ary_elem_iter_js
114.312	language_statements_async_generator_dstr_ary_ptrn_elem_ary_elem_init_js
114.312	language_expressions_class_dstr_private_gen_meth_dflt_ary_ptrn_elem_id_iter_complete_js
114.312	built_ins_parseInt_S15_1_2_2_A2_T9_js
114.312	built_ins_Object_defineProperty_15_2_3_6_4_87_js
114.312	built_ins_Date_S15_9_2_1_A1_js
114.312	built_ins_Array_prototype_flatMap_non_callable_argument_throws_js
114.312	built_ins_Array_prototype_filter_15_4_4_20_9_4_js
114.297	language_statements_let_dstr_ary_ptrn_rest_id_elision_js
114.297	language_statements_for_await_of_async_func_decl_dstr_obj_prop_elem_init_yield_ident_valid_js
114.297	language_expressions_class_dstr_private_gen_meth_static_dflt_ary_ptrn_rest_ary_elision_js
114.297	language_expressions_class_async_gen_method_static_dflt_params_rest_js
114.297	language_expressions_bitwise_xor_S11_10_2_A3_T2_5_js
114.297	language_expressions_async_generator_params_trailing_comma_single_js
114.297	language_arguments_object_cls_decl_private_meth_args_trailing_comma_null_js
114.297	built_ins_parseInt_S15_1_2_2_A9_6_js
114.297	built_ins_Object_getOwnPropertyNames_15_2_3_4_4_36_js
114.297	built_ins_Function_prototype_call_S15_3_4_4_A5_T1_js
114.297	built_ins_Array_prototype_filter_15_4_4_20_10_4_js
114.297	annexB_language_function_code_if_decl_else_decl_b_func_skip_early_err_block_js
114.281	language_statements_class_dstr_private_gen_meth_static_dflt_ary_ptrn_rest_id_direct_js
114.281	built_ins_RegExp_S15_10_5_A2_T2_js
114.281	built_ins_Object_defineProperties_15_2_3_7_6_a_126_js
114.266	language_expressions_compound_assignment_S11_13_2_A4_1_T1_1_js
114.266	language_expressions_class_dstr_meth_static_dflt_ary_ptrn_elem_id_init_fn_name_arrow_js
114.266	language_expressions_class_async_gen_method_static_dflt_params_ref_self_js
114.266	built_ins_RegExp_prototype_Symbol_search_y_fail_return_js
114.266	built_ins_DataView_return_abrupt_tonumber_bytelength_symbol_sab_js
114.266	built_ins_BigInt_asUintN_asUintN_js
114.250	language_statements_class_elements_derived_cls_direct_eval_err_contains_supercall_1_js
114.250	language_expressions_dynamic_import_assign_expr_get_value_abrupt_throws_js
114.250	built_ins_Array_prototype_reduce_15_4_4_21_9_b_24_js
114.250	built_ins_Array_prototype_copyWithin_return_abrupt_from_start_as_symbol_js
114.234	language_expressions_class_dstr_gen_meth_obj_ptrn_id_init_fn_name_gen_js
114.234	language_expressions_class_dstr_gen_meth_ary_ptrn_elem_id_iter_complete_js
114.234	built_ins_RegExp_prototype_Symbol_matchAll_species_constructor_js
114.234	built_ins_Math_acos_name_js
114.234	built_ins_MapIteratorPrototype_next_this_not_object_throw_prototype_iterator_js
114.234	built_ins_Date_prototype_S15_9_5_A04_T1_js
114.234	built_ins_Array_isArray_15_4_3_2_0_4_js
114.203	language_statements_const_dstr_obj_ptrn_prop_id_js
114.203	language_statements_class_accessor_name_static_literal_numeric_non_canonical_js
114.203	language_expressions_async_generator_yield_star_next_call_done_get_abrupt_js
114.203	built_ins_Function_15_3_5_4_2_19gs_js
114.188	language_statements_class_dstr_gen_meth_static_obj_ptrn_id_trailing_comma_js
114.188	built_ins_Object_create_15_2_3_5_4_249_js
114.172	language_statements_class_elements_privatefieldget_typeerror_3_js
114.172	language_statements_class_dstr_meth_ary_ptrn_rest_id_iter_val_err_js
114.172	language_expressions_object_object_spread_proxy_ownkeys_returned_keys_order_js
114.172	language_expressions_class_elements_syntax_early_errors_private_call_exp_cannot_escape_token_js
114.172	built_ins_Object_getPrototypeOf_15_2_3_2_2_1_js
114.172	built_ins_Object_S15_2_1_1_A2_T4_js
114.172	annexB_language_eval_code_direct_global_switch_dflt_eval_global_skip_early_err_try_js
114.156	language_statements_while_decl_gen_js
114.156	built_ins_Object_isSealed_name_js
114.156	built_ins_Object_defineProperty_15_2_3_6_4_209_js
114.156	built_ins_Array_prototype_toSorted_length_casted_to_zero_js
114.156	annexB_language_eval_code_indirect_global_if_decl_else_decl_b_eval_global_existing_non_enumerable_global_init_js
114.141	language_statements_function_dstr_ary_ptrn_elem_id_init_exhausted_js
114.141	language_expressions_class_private_static_setter_multiple_evaluations_of_class_function_ctor_js
114.141	language_expressions_class_elements_async_gen_private_method_static_yield_as_binding_identifier_escaped_js
114.141	language_expressions_class_dstr_gen_meth_static_ary_ptrn_elem_id_init_undef_js
114.141	language_arguments_object_mapped_mapped_arguments_nonconfigurable_delete_3_js
114.141	built_ins_String_prototype_trimStart_this_value_object_toprimitive_returns_object_err_js
114.141	built_ins_Set_prototype_forEach_does_not_have_setdata_internal_slot_weakset_js
114.141	built_ins_RegExp_S15_10_2_6_A4_T7_js
114.125	language_statements_generators_dstr_dflt_obj_ptrn_prop_obj_value_undef_js
114.125	language_statements_for_of_dstr_const_obj_ptrn_rest_skip_non_enumerable_js
114.125	built_ins_Promise_race_ctx_non_object_js
114.125	built_ins_Object_isFrozen_15_2_3_12_3_16_js
114.125	built_ins_Date_prototype_toLocaleTimeString_not_a_constructor_js
114.109	language_expressions_object_ident_name_method_def_interface_escaped_js
114.109	built_ins_String_prototype_replaceAll_searchValue_get_flags_abrupt_js
114.109	built_ins_Array_prototype_reduceRight_15_4_4_22_3_3_js
114.094	language_statements_generators_yield_as_parameter_js
114.094	language_expressions_unary_plus_S9_3_A2_T2_js
114.094	language_expressions_object_dstr_meth_obj_ptrn_prop_ary_trailing_comma_js
114.094	language_arguments_object_10_6_13_c_1_s_js
114.094	built_ins_Number_prototype_toPrecision_exponential_js
114.094	built_ins_GeneratorPrototype_throw_try_finally_within_finally_js
114.094	annexB_built_ins_RegExp_prototype_compile_pattern_string_u_js
114.078	language_statements_generators_yield_as_logical_or_expression_js
114.078	language_statements_class_dstr_gen_meth_static_dflt_obj_ptrn_prop_id_init_skipped_js
114.078	language_expressions_dynamic_import_usage_nested_else_import_then_specifier_tostring_js
114.078	built_ins_String_prototype_includes_searchstring_not_found_without_position_js
114.078	built_ins_Set_prototype_add_does_not_have_setdata_internal_slot_map_js
114.078	built_ins_Object_defineProperty_15_2_3_6_3_104_js
114.078	built_ins_Math_sqrt_S15_8_2_17_A3_js
114.062	language_statements_class_dstr_private_gen_meth_static_ary_ptrn_rest_not_final_ary_js
114.062	language_statements_class_async_gen_method_static_yield_as_identifier_reference_escaped_js
114.062	built_ins_AsyncFromSyncIteratorPrototype_next_iterator_result_poisoned_done_js
114.062	built_ins_Array_S15_4_A1_1_T10_js
114.047	language_statements_class_elements_private_setter_access_on_inner_function_js
114.047	language_statements_class_dstr_meth_static_ary_ptrn_rest_obj_prop_id_js
114.047	language_expressions_object_dstr_gen_meth_dflt_ary_init_iter_get_err_array_prototype_js
114.047	language_expressions_class_elements_syntax_early_errors_delete_field_delete_covered_err_delete_member_expression_privatename_js
114.047	language_expressions_class_dstr_meth_ary_ptrn_rest_id_exhausted_js
114.047	language_expressions_class_dstr_async_gen_meth_dflt_ary_ptrn_rest_not_final_ary_js
114.031	language_expressions_logical_assignment_lgcl_and_assignment_operator_non_writeable_put_js
114.031	language_expressions_assignment_member_expr_ident_name_case_escaped_js
114.031	built_ins_GeneratorPrototype_constructor_js
114.031	built_ins_Array_prototype_reduceRight_15_4_4_22_9_c_ii_35_js
114.016	language_white_space_after_regular_expression_literal_en_quad_js
114.016	language_statements_for_of_generic_iterable_js
114.016	language_statements_for_of_dstr_let_ary_ptrn_elem_obj_prop_id_init_js
114.016	language_expressions_object_covered_ident_name_prop_name_literal_delete_escaped_js
114.016	built_ins_JSON_stringify_replacer_function_object_deleted_property_js
114.000	language_statements_generators_dstr_ary_ptrn_elem_obj_id_init_js
114.000	language_statements_function_S13_2_2_A19_T5_js
113.984	language_statements_class_dstr_meth_dflt_obj_ptrn_prop_obj_init_js
113.984	language_expressions_optional_chaining_iteration_statement_for_js
113.984	language_expressions_class_dstr_meth_static_dflt_ary_ptrn_rest_not_final_obj_js
113.984	built_ins_Promise_prototype_catch_S25_4_5_1_A2_1_T1_js
113.984	built_ins_Object_defineProperties_15_2_3_7_5_b_61_js
113.969	language_statements_class_dstr_async_gen_meth_ary_ptrn_elision_step_err_js
113.969	language_expressions_greater_than_S11_8_2_A3_1_T2_6_js
113.969	language_expressions_function_dstr_dflt_obj_ptrn_rest_val_obj_js
113.969	built_ins_DataView_defined_bytelength_and_byteoffset_sab_js
113.969	built_ins_Array_prototype_reduceRight_15_4_4_22_8_b_iii_1_20_js
113.953	language_expressions_class_ident_name_method_def_function_escaped_js
